# index, airport_code, airport_id, airport_seq_id, city_market_id, origin, city_name, state_abr, state_fips, state_nm, wac, _pos
157,JAN,12448,1244807,32448,,"Jackson/Vicksburg, MS",MS,28,Mississippi,53,"array([-3.21085903,  1.20006612])"
158,AGS,10208,1020801,30208,,"Augusta, GA",GA,13,Georgia,34,"array([-3.20335124,  1.2337178 ])"
159,PIA,14108,1410801,34108,,"Peoria, IL",IL,17,Illinois,41,"array([-3.21673365,  1.19012124])"
160,MEM,13244,1324402,33244,,"Memphis, TN",TN,47,Tennessee,54,"array([-3.18524316,  1.19639164])"
161,MFE,13256,1325601,33256,,"Mission/McAllen/Edinburg, TX",TX,48,Texas,74,"array([-3.21990104,  1.19382821])"
162,MIQ,13316,1331601,33316,,"Omaha, NE",NE,31,Nebraska,65,"array([-3.46811933,  0.90792127])"
163,MLI,13367,1336701,33367,,"Moline, IL",IL,17,Illinois,41,"array([-3.21355193,  1.18470088])"
164,MSO,13486,1348601,33486,,"Missoula, MT",MT,30,Montana,84,"array([-3.17227191,  1.15985653])"
165,ELP,11540,1154003,30615,,"El Paso, TX",TX,48,Texas,74,"array([-3.20640775,  1.18418549])"
166,CYS,11233,1123301,31233,,"Cheyenne, WY",WY,56,Wyoming,88,"array([-3.15657786,  1.14781976])"
167,CSG,11150,1115001,31150,,"Columbus, GA",GA,13,Georgia,34,"array([-3.2304005 ,  1.21945243])"
168,TIQ,15215,1521503,35215,,"Tinian, TT",TT,75,U.S. Pacific Trust Territories and Possessions,5,"array([-3.22824748,  1.0336651 ])"
169,JAC,12441,1244101,32441,,"Jackson, WY",WY,56,Wyoming,88,"array([-3.16974694,  1.16758876])"
170,LAN,12884,1288401,32884,,"Lansing, MI",MI,26,Michigan,43,"array([-3.21572195,  1.2079871 ])"
171,AZO,10469,1046901,30469,,"Kalamazoo, MI",MI,26,Michigan,43,"array([-3.16505683,  1.20832237])"
172,STT,15024,1502403,34945,,"Charlotte Amalie, VI",VI,78,U.S. Virgin Islands,4,"array([-3.1596351 ,  1.21323645])"
173,STX,15027,1502703,34992,,"Christiansted, VI",VI,78,U.S. Virgin Islands,4,"array([-3.15574615,  1.22225953])"
174,SUX,15048,1504801,35048,,"Sioux City, IA",IA,19,Iowa,61,"array([-3.14955476,  1.17294375])"
175,TOL,15295,1529501,35165,,"Toledo, OH",OH,39,Ohio,44,"array([-3.2138743 ,  1.19754257])"
176,MDT,13230,1323001,32070,,"Harrisburg, PA",PA,42,Pennsylvania,23,"array([-3.18083819,  1.2109252 ])"
177,PSC,14252,1425202,34252,,"Pasco/Kennewick/Richland, WA",WA,53,Washington,93,"array([-3.18091905,  1.14400162])"
178,ACY,10158,1015804,30158,,"Atlantic City, NJ",NJ,34,New Jersey,21,"array([-3.20214891,  1.22637402])"
179,AIY,10227,1022702,30158,,"Atlantic City, NJ",NJ,34,New Jersey,21,"array([-2.7889287 ,  1.52879436])"
180,ALB,10257,1025701,30257,,"Albany, NY",NY,36,New York,22,"array([-3.18483774,  1.2108502 ])"
181,GRR,11986,1198602,31986,,"Grand Rapids, MI",MI,26,Michigan,43,"array([-3.20854982,  1.19405096])"
182,AVP,10434,1043401,30434,,"Scranton/Wilkes-Barre, PA",PA,42,Pennsylvania,23,"array([-3.21110298,  1.22064471])"
183,BOI,10713,1071301,30713,,"Boise, ID",ID,16,Idaho,83,"array([-3.18262105,  1.16443694])"
184,MFR,13264,1326402,33264,,"Medford, OR",OR,41,Oregon,92,"array([-3.18927629,  1.1428637 ])"
185,AKN,10245,1024501,30245,,"King Salmon, AK",AK,02,Alaska,1,"array([-3.03944264,  1.06166089])"
186,DLG,11336,1133601,31336,,"Dillingham, AK",AK,02,Alaska,1,"array([-3.06081803,  1.06105653])"
187,DET,11295,1129501,31295,,"Detroit, MI",MI,26,Michigan,43,"array([-3.24055271,  1.1963452 ])"
188,SHV,14814,1481401,30476,,"Shreveport, LA",LA,22,Louisiana,72,"array([-3.18357914,  1.21362601])"
189,SBA,14689,1468901,34689,,"Santa Barbara, CA",CA,06,California,91,"array([-3.21384316,  1.15753462])"
190,CDB,10917,1091701,30082,,"Cold Bay, AK",AK,02,Alaska,1,"array([-3.05221058,  1.09004675])"
191,ADK,10165,1016501,30165,,"Adak Island, AK",AK,02,Alaska,1,"array([-3.09411693,  1.08890066])"
192,CHO,10990,1099003,30990,,"Charlottesville, VA",VA,51,Virginia,38,"array([-3.21512689,  1.22800978])"
193,CMI,11067,1106701,31067,,"Champaign/Urbana, IL",IL,17,Illinois,41,"array([-3.23324973,  1.19990216])"
194,BQN,10732,1073203,30732,,"Aguadilla, PR",PR,72,Puerto Rico,3,"array([-3.15241353,  1.20553974])"
195,SWF,15070,1507001,31703,,"Newburgh/Poughkeepsie, NY",NY,36,New York,22,"array([-3.18015232,  1.22150809])"
196,FAI,11630,1163001,31517,,"Fairbanks, AK",AK,02,Alaska,1,"array([-3.08034667,  1.11806538])"
197,FNT,11721,1172101,31721,,"Flint, MI",MI,26,Michigan,43,"array([-3.22184991,  1.19895518])"
198,EVV,11612,1161202,31612,,"Evansville, IN",IN,18,Indiana,42,"array([-3.22307035,  1.20608276])"
199,PMD,14162,1416202,34162,,"Palmdale, CA",CA,06,California,91,"array([-3.27416284,  1.08151912])"
200,PTH,14273,1427301,34273,,"Port Heiden, AK",AK,02,Alaska,1,"array([-3.04013792,  1.07451005])"
201,SDP,14738,1473801,34738,,"Sandpoint, AK",AK,02,Alaska,1,"array([-3.06967286,  1.09821301])"
202,ROR,14583,1458302,34583,,"Koror, TT",TT,75,U.S. Pacific Trust Territories and Possessions,5,"array([-3.24892454,  1.02766577])"
203,SPN,14955,1495502,34955,,"Saipan, TT",TT,75,U.S. Pacific Trust Territories and Possessions,5,"array([-3.21338056,  1.06670414])"
204,ROW,14588,1458804,34588,,"Roswell, NM",NM,35,New Mexico,86,"array([-3.22427242,  1.1388752 ])"
205,SCE,14711,1471103,34711,,"State College, PA",PA,42,Pennsylvania,23,"array([-3.22283821,  1.22477124])"
206,ELM,11537,1153706,31537,,"Elmira/Corning, NY",NY,36,New York,22,"array([-3.20737433,  1.23908564])"
207,PAE,14004,1400402,34004,,"Everett, WA",WA,53,Washington,93,"array([-3.13524583,  1.15390645])"
208,HPN,12197,1219702,31703,,"White Plains, NY",NY,36,New York,22,"array([-3.20927254,  1.24804622])"
209,FLG,11695,1169502,31695,,"Flagstaff, AZ",AZ,04,Arizona,81,"array([-3.24367006,  1.15096861])"
210,GCN,11869,1186901,30463,,"Grand Canyon, AZ",AZ,04,Arizona,81,"array([-3.30301442,  1.1073321 ])"
211,BFL,10561,1056101,30561,,"Bakersfield, CA",CA,06,California,91,"array([-3.19516835,  1.14574437])"
212,PPG,14222,1422202,34222,,"Pago Pago, TT",TT,75,U.S. Pacific Trust Territories and Possessions,5,"array([-3.24997226,  1.09935788])"
213,PSP,14262,1426204,34262,,"Palm Springs, CA",CA,06,California,91,"array([-3.1899889 ,  1.15733746])"
214,RDM,14489,1448902,34489,,"Bend/Redmond, OR",OR,41,Oregon,92,"array([-3.18274157,  1.13589739])"
215,LMT,13024,1302401,33024,,"Klamath Falls, OR",OR,41,Oregon,92,"array([-3.16411932,  1.12407264])"
216,MLU,13377,1337701,33377,,"Monroe, LA",LA,22,Louisiana,72,"array([-3.16389942,  1.21847481])"
217,PSE,14254,1425403,34254,,"Ponce, PR",PR,72,Puerto Rico,3,"array([-3.13412296,  1.22037659])"
218,XMR,11405,1140501,31405,,"Cape Canaveral, FL",FL,12,Florida,33,"array([-2.80212695,  1.37050167])"
219,AND,10300,1030001,30300,,"Anderson, SC",SC,45,South Carolina,37,"array([-3.17296192,  1.31162964])"
220,ABI,10136,1013603,30136,,"Abilene, TX",TX,48,Texas,74,"array([-3.21947784,  1.14925375])"
221,BFF,10558,1055803,30558,,"Scottsbluff, NE",NE,31,Nebraska,65,"array([-3.12781944,  1.16036796])"
222,BLI,10666,1066602,30666,,"Bellingham, WA",WA,53,Washington,93,"array([-3.20535677,  1.12632816])"
223,FCA,11648,1164801,31648,,"Kalispell, MT",MT,30,Montana,84,"array([-3.1714643 ,  1.15328099])"
224,CHA,10980,1098001,30980,,"Chattanooga, TN",TN,47,Tennessee,54,"array([-3.19151212,  1.22882578])"
225,GAL,11844,1184402,31844,,"Galena, AK",AK,02,Alaska,1,"array([-3.07719499,  1.09596653])"
226,UNK,15478,1547802,35478,,"Unalakleet, AK",AK,02,Alaska,1,"array([-3.11305699,  1.06134893])"
227,TWF,15389,1538902,35389,,"Twin Falls, ID",ID,16,Idaho,83,"array([-3.16148428,  1.14046019])"
228,PIH,14113,1411301,34113,,"Pocatello, ID",ID,16,Idaho,83,"array([-3.15706499,  1.13170199])"
229,MCG,13196,1319601,33196,,"McGrath, AK",AK,02,Alaska,1,"array([-3.06605757,  1.05473756])"
230,ANI,10304,1030401,30304,,"Aniak, AK",AK,02,Alaska,1,"array([-3.08306152,  1.05626759])"
231,KSM,12807,1280702,32807,,"St. Mary's, AK",AK,02,Alaska,1,"array([-3.09462235,  1.06158349])"
232,BET,10551,1055101,30113,,"Bethel, AK",AK,02,Alaska,1,"array([-3.08325165,  1.03362355])"
233,DLH,11337,1133701,31337,,"Duluth, MN",MN,27,Minnesota,63,"array([-3.16057767,  1.18367754])"
234,GFK,11898,1189801,31898,,"Grand Forks, ND",ND,38,North Dakota,66,"array([-3.1548754 ,  1.17998881])"
235,DUT,11445,1144501,31445,,"Unalaska, AK",AK,02,Alaska,1,"array([-3.05050789,  1.10755358])"
236,ENA,11555,1155502,31555,,"Kenai, AK",AK,02,Alaska,1,"array([-3.07977792,  1.0787749 ])"
237,AVL,10431,1043101,30431,,"Asheville, NC",NC,37,North Carolina,36,"array([-3.21761017,  1.21241449])"
238,BTM,10779,1077901,30779,,"Butte, MT",MT,30,Montana,84,"array([-3.17204258,  1.12894155])"
239,KWT,12855,1285501,32855,,"Kwethluk, AK",AK,02,Alaska,1,"array([-3.09316995,  1.01855638])"
240,LSF,13077,1307701,31150,,"Columbus, GA",GA,13,Georgia,34,"array([-3.09155171,  1.30823001])"
241,WRI,15842,1584201,35842,,"Fort Dix, NJ",NJ,34,New Jersey,21,"array([-3.12984425,  1.24073866])"
242,MBS,13184,1318402,33184,,"Saginaw/Bay City/Midland, MI",MI,26,Michigan,43,"array([-3.22322204,  1.18832333])"
243,LIH,12982,1298201,32982,,"Lihue, HI",HI,15,Hawaii,2,"array([-3.20265113,  1.14463728])"
244,SPS,14960,1496001,34960,,"Wichita Falls, TX",TX,48,Texas,74,"array([-3.14672432,  1.1641005 ])"
245,SUU,15045,1504501,35045,,"Fairfield, CA",CA,06,California,91,"array([-3.11225409,  1.15358342])"
246,UCA,15431,1543101,35431,,"Utica/Rome, NY",NY,36,New York,22,"array([-3.24353841,  1.28777529])"
247,BFI,10559,1055901,30559,,"Seattle, WA",WA,53,Washington,93,"array([-3.20197834,  1.13552052])"
248,EKO,11525,1152501,31525,,"Elko, NV",NV,32,Nevada,85,"array([-3.1775284 ,  1.16703308])"
249,PFN,14078,1407801,31481,,"Panama City, FL",FL,12,Florida,33,"array([-3.1676404 ,  1.24088204])"
250,MGM,13277,1327701,33277,,"Montgomery, AL",AL,01,Alabama,51,"array([-3.18152474,  1.23314392])"
251,BRL,10744,1074401,30744,,"Burlington, IA",IA,19,Iowa,61,"array([-3.24133742,  1.16000632])"
252,AKI,10241,1024101,30241,,"Akiak, AK",AK,02,Alaska,1,"array([-3.09890274,  1.02453888])"
253,KKI,12709,1270901,32709,,"Akiachak, AK",AK,02,Alaska,1,"array([-3.09991352,  1.01660377])"
254,TLT,15257,1525701,35257,,"Tuluksak, AK",AK,02,Alaska,1,"array([-3.09049509,  1.02551654])"
255,EEK,11492,1149202,31492,,"Eek, AK",AK,02,Alaska,1,"array([-3.06049128,  1.01803518])"
256,KKH,12708,1270802,32708,,"Kongiganak, AK",AK,02,Alaska,1,"array([-3.06545743,  1.01137201])"
257,KWN,12853,1285302,32853,,"Quinhagak, AK",AK,02,Alaska,1,"array([-3.06625815,  1.03046371])"
258,PKA,14130,1413001,34130,,"Napaskiak, AK",AK,02,Alaska,1,"array([-3.07504636,  0.99852334])"
259,WNA,15798,1579802,35798,,"Napakiak, AK",AK,02,Alaska,1,"array([-3.0665264 ,  1.00172654])"
260,WTL,15862,1586205,35862,,"Tuntutuliak, AK",AK,02,Alaska,1,"array([-3.0663433 ,  1.02120277])"
261,MRY,13476,1347601,34922,,"Monterey, CA",CA,06,California,91,"array([-3.21589025,  1.16108902])"
262,LAF,12878,1287801,32878,,"Lafayette, IN",IN,18,Indiana,42,"array([-3.24313066,  1.21527389])"
263,KWK,12851,1285103,32851,,"Kwigillingok, AK",AK,02,Alaska,1,"array([-3.07154226,  1.01695588])"
264,HUF,12228,1222801,32228,,"Terre Haute, IN",IN,18,Indiana,42,"array([-3.2854656 ,  1.20576069])"
265,FAR,11637,1163702,31637,,"Fargo, ND",ND,38,North Dakota,66,"array([-3.1693738 ,  1.17730915])"
266,SFB,14761,1476102,34761,,"Sanford, FL",FL,12,Florida,33,"array([-3.19092168,  1.22490521])"
267,SPI,14952,1495201,34952,,"Springfield, IL",IL,17,Illinois,41,"array([-3.23570122,  1.18936315])"
268,SUN,15041,1504101,35041,,"Sun Valley/Hailey/Ketchum, ID",ID,16,Idaho,83,"array([-3.19418811,  1.13496686])"
269,BMI,10685,1068501,30685,,"Bloomington/Normal, IL",IL,17,Illinois,41,"array([-3.22476969,  1.19416453])"
270,TVC,15380,1538001,35380,,"Traverse City, MI",MI,26,Michigan,43,"array([-3.22101026,  1.18474153])"
271,ALO,10268,1026801,30268,,"Waterloo, IA",IA,19,Iowa,61,"array([-3.17391935,  1.23827707])"
272,AWK,10439,1043902,30439,,"Wake Island, TT",TT,75,U.S. Pacific Trust Territories and Possessions,5,"array([-3.02577284,  1.19812472])"
273,ATT,10405,1040503,30405,,"Atmautluak, AK",AK,02,Alaska,1,"array([-3.08323964,  1.00723399])"
274,DAL,11259,1125902,30194,,"Dallas, TX",TX,48,Texas,74,"array([-3.20542362,  1.18888019])"
275,MWA,13543,1354301,33543,,"Marion/Herrin, IL",IL,17,Illinois,41,"array([-3.16731958,  1.25788523])"
276,MQT,13459,1345902,33459,,"Marquette, MI",MI,26,Michigan,43,"array([-3.15627452,  1.19872273])"
277,HVN,12244,1224401,32244,,"New Haven, CT",CT,09,Connecticut,11,"array([-3.19503079,  1.25729499])"
278,ILM,12323,1232303,32323,,"Wilmington, NC",NC,37,North Carolina,36,"array([-3.1979391 ,  1.22641685])"
279,HIK,12134,1213401,32134,,"Honolulu, HI",HI,15,Hawaii,2,"array([-3.08753968,  1.15030845])"
280,UAM,15422,1542202,32016,,"Guam, TT",TT,75,U.S. Pacific Trust Territories and Possessions,5,"array([-3.07398572,  1.17020671])"
281,LCK,12917,1291703,31066,,"Columbus, OH",OH,39,Ohio,44,"array([-3.16059604,  1.2058169 ])"
282,YIP,16091,1609105,31295,,"Detroit, MI",MI,26,Michigan,43,"array([-3.22824129,  1.2272974 ])"
283,LEB,12932,1293201,32932,,"Lebanon-Hanover, NH",NH,33,New Hampshire,14,"array([-3.2322386 ,  1.25843526])"
284,MAZ,13176,1317602,33176,,"Mayaguez, PR",PR,72,Puerto Rico,3,"array([-3.10946101,  1.246052  ])"
285,TTN,15356,1535602,35356,,"Trenton, NJ",NJ,34,New Jersey,21,"array([-3.20408808,  1.24776201])"
286,EFD,11495,1149501,31453,,"Houston, TX",TX,48,Texas,74,"array([-3.13903765,  1.19414712])"
287,OAJ,13795,1379502,33795,,"Jacksonville/Camp Lejeune, NC",NC,37,North Carolina,36,"array([-3.16590675,  1.23239125])"
288,ISO,12390,1239001,32390,,"Kinston, NC",NC,37,North Carolina,36,"array([-3.22415086,  1.25563731])"
289,PQI,14231,1423101,34231,,"Presque Isle/Houlton, ME",ME,23,Maine,12,"array([-3.15582493,  1.24831254])"
290,SNP,14919,1491901,34919,,"St. Paul, AK",AK,02,Alaska,1,"array([-3.09377693,  1.10727252])"
291,ROP,14582,1458207,34582,,"Rota, TT",TT,75,U.S. Pacific Trust Territories and Possessions,5,"array([-3.22038291,  1.05908375])"
292,DBQ,11274,1127401,31274,,"Dubuque, IA",IA,19,Iowa,61,"array([-3.13618228,  1.20895739])"
293,BDR,10535,1053501,30535,,"Bridgeport, CT",CT,09,Connecticut,11,"array([-3.214761  ,  1.28862027])"
294,PSM,14259,1425901,34259,,"Portsmouth, NH",NH,33,New Hampshire,14,"array([-3.17390288,  1.25565383])"
295,SLE,14871,1487101,34871,,"Salem, OR",OR,41,Oregon,92,"array([-3.18837306,  1.10092577])"
296,DEC,11288,1128801,31288,,"Decatur, IL",IL,17,Illinois,41,"array([-3.15361111,  1.23310869])"
297,ACK,10154,1015401,30154,,"Nantucket, MA",MA,25,Massachusetts,13,"array([-3.21762229,  1.26840336])"
298,MCW,13211,1321101,33211,,"Mason City, IA",IA,19,Iowa,61,"array([-3.1170399 ,  1.18929904])"
299,FMN,11711,1171101,31711,,"Farmington, NM",NM,35,New Mexico,86,"array([-3.23103978,  1.139677  ])"
300,ALW,10275,1027506,30275,,"Walla Walla, WA",WA,53,Washington,93,"array([-3.1679801,  1.1068342])"
301,PUW,14303,1430303,34303,,"Pullman, WA",WA,53,Washington,93,"array([-3.17690474,  1.1185474 ])"
302,ANB,10298,1029803,30298,,"Anniston, AL",AL,01,Alabama,51,"array([-3.28292532,  1.22749795])"
303,ASE,10372,1037201,30372,,"Aspen, CO",CO,08,Colorado,82,"array([-3.22966887,  1.18332335])"
304,BMG,10683,1068302,30683,,"Bloomington, IN",IN,18,Indiana,42,"array([-3.2031832 ,  1.26937359])"
305,CDV,10926,1092603,30913,,"Cordova, AK",AK,02,Alaska,1,"array([-3.13402862,  1.0932031 ])"
306,PSG,14256,1425601,34256,,"Petersburg, AK",AK,02,Alaska,1,"array([-3.16085058,  1.07598338])"
307,GUC,12012,1201201,32012,,"Gunnison, CO",CO,08,Colorado,82,"array([-3.14282567,  1.17250649])"
308,MDH,13221,1322102,33221,,"Carbondale, IL",IL,17,Illinois,41,"array([-3.13332041,  1.3546639 ])"
309,FSM,11778,1177801,31778,,"Fort Smith, AR",AR,05,Arkansas,71,"array([-3.23259272,  1.19422526])"
310,FYV,11834,1183401,31834,,"Fayetteville, AR",AR,05,Arkansas,71,"array([-3.18218955,  1.25970809])"
311,EAT,11470,1147005,31470,,"Wenatchee, WA",WA,53,Washington,93,"array([-3.18452144,  1.11229831])"
312,SKA,14848,1484801,31884,,"Spokane, WA",WA,53,Washington,93,"array([-3.40997867,  1.1987736 ])"
313,HYA,12250,1225001,32250,,"Hyannis, MA",MA,25,Massachusetts,13,"array([-3.2116672 ,  1.26646781])"
314,COU,11111,1111105,32474,,"Columbia, MO",MO,29,Missouri,64,"array([-3.16302107,  1.22578585])"
315,MOD,13424,1342401,33424,,"Modesto, CA",CA,06,California,91,"array([-3.2278833 ,  1.10443397])"
316,LBE,12898,1289806,32898,,"Latrobe, PA",PA,42,Pennsylvania,23,"array([-3.21655958,  1.25354462])"
317,LWS,13127,1312701,33127,,"Lewiston, ID",ID,16,Idaho,83,"array([-3.18731114,  1.13037373])"
318,GLH,11931,1193101,31931,,"Greenville, MS",MS,28,Mississippi,53,"array([-3.26230377,  1.22393774])"
319,AUK,10416,1041603,30416,,"Alakanuk, AK",AK,02,Alaska,1,"array([-3.10429405,  1.04281485])"
320,MYR,13577,1357701,31135,,"Myrtle Beach, SC",SC,45,South Carolina,37,"array([-3.19392862,  1.21914976])"
321,BHC,10590,1059001,30590,,"Bullhead City, AZ",AZ,04,Arizona,81,"array([-3.28718104,  1.06038032])"
322,NGU,13667,1366701,33667,,"Norfolk, VA",VA,51,Virginia,38,"array([-3.1382571,  1.2505056])"
323,LNY,13034,1303401,33034,,"Lanai, HI",HI,15,Hawaii,2,"array([-3.22156062,  1.11839104])"
324,ECA,11478,1147801,31478,,"East Tawas, MI",MI,26,Michigan,43,"array([-2.82634368,  1.56634848])"
325,RIL,14530,1453002,34530,,"Rifle, CO",CO,08,Colorado,82,"array([-3.29998429,  1.20925457])"
326,BPT,10728,1072802,30728,,"Beaumont/Port Arthur, TX",TX,48,Texas,74,"array([-3.14455007,  1.19054471])"
327,BRO,10747,1074701,30747,,"Brownsville, TX",TX,48,Texas,74,"array([-3.22910052,  1.20557769])"
328,VBG,15561,1556101,33049,,"Lompoc, CA",CA,06,California,91,"array([-3.05198135,  1.27571571])"
329,MRC,13464,1346402,33464,,"Columbia, TN",TN,47,Tennessee,54,"array([-3.32916878,  1.22785788])"
330,COD,11097,1109702,31097,,"Cody, WY",WY,56,Wyoming,88,"array([-3.14972611,  1.1368891 ])"
331,PMB,14160,1416001,34160,,"Pembina, ND",ND,38,North Dakota,66,"array([-2.97121769,  1.45524242])"
332,BGM,10577,1057701,30577,,"Binghamton, NY",NY,36,New York,22,"array([-3.2331981 ,  1.21239652])"
333,ACT,10155,1015502,30155,,"Waco, TX",TX,48,Texas,74,"array([-3.14814038,  1.19660072])"
334,ORH,13933,1393301,33933,,"Worcester, MA",MA,25,Massachusetts,13,"array([-3.20071671,  1.25371836])"
335,LCH,12915,1291502,31205,,"Lake Charles, LA",LA,22,Louisiana,72,"array([-3.14795634,  1.18274521])"
336,CLL,11049,1104901,31049,,"College Station/Bryan, TX",TX,48,Texas,74,"array([-3.16735458,  1.22258882])"
337,ILE,12319,1231901,31982,,"Killeen, TX",TX,48,Texas,74,"array([-3.12367344,  1.22640602])"
338,ITH,12397,1239701,32397,,"Ithaca/Cortland, NY",NY,36,New York,22,"array([-3.22217026,  1.23227215])"
339,LRD,13061,1306102,33038,,"Laredo, TX",TX,48,Texas,74,"array([-3.22388564,  1.21101906])"
340,VCT,15569,1556901,35569,,"Victoria, TX",TX,48,Texas,74,"array([-3.25210222,  1.17580159])"
341,GPT,11973,1197302,31973,,"Gulfport/Biloxi, MS",MS,28,Mississippi,53,"array([-3.18874333,  1.21823619])"
342,FAY,11641,1164101,31641,,"Fayetteville, NC",NC,37,North Carolina,36,"array([-3.22148817,  1.21706838])"
343,ESF,11590,1159001,30185,,"Alexandria, LA",LA,22,Louisiana,72,"array([-3.12089571,  1.28305095])"
344,LAW,12891,1289101,32891,,"Lawton/Fort Sill, OK",OK,40,Oklahoma,73,"array([-3.23271389,  1.17245246])"
345,PRC,14237,1423701,34237,,"Prescott, AZ",AZ,04,Arizona,81,"array([-3.24775148,  1.13234297])"
346,IFP,10590,1059002,30590,,"Bullhead City, AZ",AZ,04,Arizona,81,"array([-3.18442604,  1.16644635])"
347,APF,10329,1032901,30329,,"Naples, FL",FL,12,Florida,33,"array([-3.22116166,  1.28269646])"
348,IYK,12436,1243601,32436,,"Inyokern, CA",CA,06,California,91,"array([-3.25288268,  1.1241579 ])"
349,MVY,13541,1354101,33541,,"Martha's Vineyard, MA",MA,25,Massachusetts,13,"array([-3.22217545,  1.26175677])"
350,NRR,13743,1374302,33743,,"Ceiba, PR",PR,72,Puerto Rico,3,"array([-3.08943599,  1.32764045])"
351,OME,13873,1387301,33873,,"Nome, AK",AK,02,Alaska,1,"array([-3.11553106,  1.04943556])"
352,OTZ,13970,1397001,33970,,"Kotzebue, AK",AK,02,Alaska,1,"array([-3.10492255,  1.06403615])"
353,OXR,13988,1398801,33988,,"Oxnard/Ventura, CA",CA,06,California,91,"array([-3.2417354 ,  1.10687032])"
354,PTK,14275,1427502,34275,,"Pontiac, MI",MI,26,Michigan,43,"array([-3.2470055 ,  1.22129911])"
355,VPS,15624,1562404,31504,,"Valparaiso, FL",FL,12,Florida,33,"array([-3.20427404,  1.22301431])"
356,LAA,12873,1287301,32873,,"Lamar, CO",CO,08,Colorado,82,"array([-2.99564316,  1.23908887])"
357,SIG,14819,1481902,34819,,"San Juan, PR",PR,72,Puerto Rico,3,"array([-3.08347691,  1.28280566])"
358,RIW,14534,1453401,34534,,"Riverton/Lander, WY",WY,56,Wyoming,88,"array([-3.15564065,  1.1065939 ])"
359,LAR,12888,1288802,32888,,"Laramie, WY",WY,56,Wyoming,88,"array([-3.21433786,  1.12050187])"
360,MSS,13490,1349004,33490,,"Massena, NY",NY,36,New York,22,"array([-3.14488982,  1.28679214])"
361,CEZ,10950,1095001,30950,,"Cortez, CO",CO,08,Colorado,82,"array([-3.2499426 ,  1.11626172])"
362,ERI,11577,1157701,31577,,"Erie, PA",PA,42,Pennsylvania,23,"array([-3.2159353 ,  1.22389816])"
363,CIK,11007,1100702,31007,,"Chalkyitsik, AK",AK,02,Alaska,1,"array([-3.04293741,  1.11440863])"
364,VEE,15581,1558102,35581,,"Venetie, AK",AK,02,Alaska,1,"array([-3.05565332,  1.1297364 ])"
365,WBQ,15725,1572503,35725,,"Beaver, AK",AK,02,Alaska,1,"array([-3.04592225,  1.13154357])"
366,FYU,11833,1183301,31833,,"Fort Yukon, AK",AK,02,Alaska,1,"array([-3.05971291,  1.12349482])"
367,EAA,11463,1146301,31463,,"Eagle, AK",AK,02,Alaska,1,"array([-3.03587526,  1.12228641])"
368,GBD,11856,1185601,31856,,"Great Bend, KS",KS,20,Kansas,62,"array([-3.09890736,  1.16275779])"
369,LNS,13032,1303201,33032,,"Lancaster, PA",PA,42,Pennsylvania,23,"array([-3.16367213,  1.27699464])"
370,RDG,14488,1448801,34488,,"Reading, PA",PA,42,Pennsylvania,23,"array([-3.11813442,  1.2374698 ])"
371,MTJ,13502,1350201,33502,,"Montrose/Delta, CO",CO,08,Colorado,82,"array([-3.22139435,  1.16685854])"
372,RKS,14543,1454303,34543,,"Rock Springs, WY",WY,56,Wyoming,88,"array([-3.15194312,  1.12083391])"
373,MGW,13282,1328201,33282,,"Morgantown, WV",WV,54,West Virginia,39,"array([-3.15497014,  1.27360223])"
374,PKB,14131,1413101,34131,,"Parkersburg, WV",WV,54,West Virginia,39,"array([-3.16628306,  1.2687868 ])"
